n_levels,seed,vr_class,curve_count,segment_rmse_mean,segment_d1_rmse_mean,segment_d2_rmse_mean,flatline_guard_pass
1,0,0.0,1,0.06827944898655189,0.05218434729628034,0.036499589061664575,True
1,0,4.0,1,0.05014338976198843,0.04193599539896073,0.05067581433669906,True
1,0,6.0,1,0.05966743465387639,0.05098555002747031,0.06294683151257165,True
1,0,8.0,1,0.055081842646120135,0.04978925360404389,0.06428106096352776,True
1,0,10.0,1,0.07337288441340654,0.05475270554099072,0.054103906838713134,True
1,1,0.0,1,0.06827944898655189,0.05218434729628034,0.036499589061664575,True
1,1,4.0,1,0.05014338976198843,0.04193599539896073,0.05067581433669906,True
1,1,6.0,1,0.05966743465387639,0.05098555002747031,0.06294683151257165,True
1,1,8.0,1,0.055081842646120135,0.04978925360404389,0.06428106096352776,True
1,1,10.0,1,0.07337288441340654,0.05475270554099072,0.054103906838713134,True
1,2,0.0,1,0.06827944898655189,0.05218434729628034,0.036499589061664575,True
1,2,4.0,1,0.05014338976198843,0.04193599539896073,0.05067581433669906,True
1,2,6.0,1,0.05966743465387639,0.05098555002747031,0.06294683151257165,True
1,2,8.0,1,0.055081842646120135,0.04978925360404389,0.06428106096352776,True
1,2,10.0,1,0.07337288441340654,0.05475270554099072,0.054103906838713134,True
2,0,0.0,1,0.07183991811069886,0.05051519792850075,0.0350055440793358,True
2,0,4.0,1,0.049999031281578406,0.03950535908281826,0.04394374345960163,True
2,0,6.0,1,0.05860171618655833,0.04764311864394681,0.05378184758048745,True
2,0,8.0,1,0.054810977908222466,0.04976498022787383,0.06249677041189841,True
2,0,10.0,1,0.07037980597129384,0.05480122337344283,0.0490028793185805,True
2,1,0.0,1,0.07183991811069886,0.05051519792850075,0.0350055440793358,True
2,1,4.0,1,0.049999031281578406,0.03950535908281826,0.04394374345960163,True
2,1,6.0,1,0.05860171618655833,0.04764311864394681,0.05378184758048745,True
2,1,8.0,1,0.054810977908222466,0.04976498022787383,0.06249677041189841,True
2,1,10.0,1,0.07037980597129384,0.05480122337344283,0.0490028793185805,True
2,2,0.0,1,0.07183991811069886,0.05051519792850075,0.0350055440793358,True
2,2,4.0,1,0.049999031281578406,0.03950535908281826,0.04394374345960163,True
2,2,6.0,1,0.05860171618655833,0.04764311864394681,0.05378184758048745,True
2,2,8.0,1,0.054810977908222466,0.04976498022787383,0.06249677041189841,True
2,2,10.0,1,0.07037980597129384,0.05480122337344283,0.0490028793185805,True
3,0,0.0,1,0.07267459001787953,0.048831199669105256,0.03186250187499199,True
3,0,4.0,1,0.05078191883406006,0.03942717873445257,0.04343173238782278,True
3,0,6.0,1,0.05972791384575044,0.04743601179351274,0.05185615216040786,True
3,0,8.0,1,0.056348173895122707,0.04847922282357458,0.0558717043811808,True
3,0,10.0,1,0.07127437096125866,0.05530309857687628,0.04405315393175269,True
3,1,0.0,1,0.07267459001787953,0.048831199669105256,0.03186250187499199,True
3,1,4.0,1,0.05078191883406006,0.03942717873445257,0.04343173238782278,True
3,1,6.0,1,0.05972791384575044,0.04743601179351274,0.05185615216040786,True
3,1,8.0,1,0.056348173895122707,0.04847922282357458,0.0558717043811808,True
3,1,10.0,1,0.07127437096125866,0.05530309857687628,0.04405315393175269,True
3,2,0.0,1,0.07267459001787953,0.048831199669105256,0.03186250187499199,True
3,2,4.0,1,0.05078191883406006,0.03942717873445257,0.04343173238782278,True
3,2,6.0,1,0.05972791384575044,0.04743601179351274,0.05185615216040786,True
3,2,8.0,1,0.056348173895122707,0.04847922282357458,0.0558717043811808,True
3,2,10.0,1,0.07127437096125866,0.05530309857687628,0.04405315393175269,True
4,0,0.0,1,0.06467449306395351,0.046470124138747834,0.03154451352984875,True
4,0,4.0,1,0.03625918747783871,0.029720164072861023,0.03375667546990545,True
4,0,6.0,1,0.04589174989459523,0.03359523833910014,0.0391871094294087,True
4,0,8.0,1,0.0388379281934529,0.03223715103759309,0.046054737427556544,True
4,0,10.0,1,0.06508532848317419,0.042665917160281744,0.03508097066777558,True
4,1,0.0,1,0.06467449306395351,0.046470124138747834,0.03154451352984875,True
4,1,4.0,1,0.03625918747783871,0.029720164072861023,0.03375667546990545,True
4,1,6.0,1,0.04589174989459523,0.03359523833910014,0.0391871094294087,True
4,1,8.0,1,0.0388379281934529,0.03223715103759309,0.046054737427556544,True
4,1,10.0,1,0.06508532848317419,0.042665917160281744,0.03508097066777558,True
4,2,0.0,1,0.06467449306395351,0.046470124138747834,0.03154451352984875,True
4,2,4.0,1,0.03625918747783871,0.029720164072861023,0.03375667546990545,True
4,2,6.0,1,0.04589174989459523,0.03359523833910014,0.0391871094294087,True
4,2,8.0,1,0.0388379281934529,0.03223715103759309,0.046054737427556544,True
4,2,10.0,1,0.06508532848317419,0.042665917160281744,0.03508097066777558,True
5,0,0.0,1,0.06389350776359524,0.04522893052780304,0.03091519281672261,True
5,0,4.0,1,0.03756989510784439,0.030818266480593534,0.03510783130126506,True
5,0,6.0,1,0.047487224819336926,0.03521995483461163,0.04147872946963392,True
5,0,8.0,1,0.0418026119460865,0.03303517933634134,0.04474349921841309,True
5,0,10.0,1,0.06624846991134807,0.0441599445023569,0.033250852941318104,True
5,1,0.0,1,0.06389350776359524,0.04522893052780304,0.03091519281672261,True
5,1,4.0,1,0.03756989510784439,0.030818266480593534,0.03510783130126506,True
5,1,6.0,1,0.047487224819336926,0.03521995483461163,0.04147872946963392,True
5,1,8.0,1,0.0418026119460865,0.03303517933634134,0.04474349921841309,True
5,1,10.0,1,0.06624846991134807,0.0441599445023569,0.033250852941318104,True
5,2,0.0,1,0.06389350776359524,0.04522893052780304,0.03091519281672261,True
5,2,4.0,1,0.03756989510784439,0.030818266480593534,0.03510783130126506,True
5,2,6.0,1,0.047487224819336926,0.03521995483461163,0.04147872946963392,True
5,2,8.0,1,0.0418026119460865,0.03303517933634134,0.04474349921841309,True
5,2,10.0,1,0.06624846991134807,0.0441599445023569,0.033250852941318104,True
6,0,0.0,1,0.06453605522565975,0.04552106747347746,0.0307242365350832,True
6,0,4.0,1,0.037410945047875496,0.030307548153464783,0.034150917349548615,True
6,0,6.0,1,0.04723167012737033,0.034564313615127094,0.041146746538770006,True
6,0,8.0,1,0.040442629499664734,0.03145965150095529,0.04468673053557438,True
6,0,10.0,1,0.06466828721110598,0.042187794533772145,0.03159070192862569,True
6,1,0.0,1,0.06453605522565975,0.04552106747347746,0.0307242365350832,True
6,1,4.0,1,0.037410945047875496,0.030307548153464783,0.034150917349548615,True
6,1,6.0,1,0.04723167012737033,0.034564313615127094,0.041146746538770006,True
6,1,8.0,1,0.040442629499664734,0.03145965150095529,0.04468673053557438,True
6,1,10.0,1,0.06466828721110598,0.042187794533772145,0.03159070192862569,True
6,2,0.0,1,0.06453605522565975,0.04552106747347746,0.0307242365350832,True
6,2,4.0,1,0.037410945047875496,0.030307548153464783,0.034150917349548615,True
6,2,6.0,1,0.04723167012737033,0.034564313615127094,0.041146746538770006,True
6,2,8.0,1,0.040442629499664734,0.03145965150095529,0.04468673053557438,True
6,2,10.0,1,0.06466828721110598,0.042187794533772145,0.03159070192862569,True
7,0,0.0,1,0.0640294631589324,0.0455591903649964,0.03015069920231816,True
7,0,4.0,1,0.036434928336615616,0.02970998090698329,0.03395868254792077,True
7,0,6.0,1,0.04708371631548729,0.03415179713219351,0.04149899538067857,True
7,0,8.0,1,0.04001011606997359,0.03050118477446266,0.04372290755060945,True
7,0,10.0,1,0.06520656497667382,0.04245337325368051,0.03361051978251993,True
7,1,0.0,1,0.0640294631589324,0.0455591903649964,0.03015069920231816,True
7,1,4.0,1,0.036434928336615616,0.02970998090698329,0.03395868254792077,True
7,1,6.0,1,0.04708371631548729,0.03415179713219351,0.04149899538067857,True
7,1,8.0,1,0.04001011606997359,0.03050118477446266,0.04372290755060945,True
7,1,10.0,1,0.06520656497667382,0.04245337325368051,0.03361051978251993,True
7,2,0.0,1,0.0640294631589324,0.0455591903649964,0.03015069920231816,True
7,2,4.0,1,0.036434928336615616,0.02970998090698329,0.03395868254792077,True
7,2,6.0,1,0.04708371631548729,0.03415179713219351,0.04149899538067857,True
7,2,8.0,1,0.04001011606997359,0.03050118477446266,0.04372290755060945,True
7,2,10.0,1,0.06520656497667382,0.04245337325368051,0.03361051978251993,True
8,0,0.0,1,0.06431769978849994,0.0457982160148379,0.03010602839588299,True
8,0,4.0,1,0.03569065760866692,0.029376856218941625,0.033337950304111054,True
8,0,6.0,1,0.04649364075645416,0.0335671631531352,0.04113817189745201,True
8,0,8.0,1,0.039095135706387646,0.029855736281975513,0.043829865666081574,True
8,0,10.0,1,0.06460954453300984,0.04193994606190477,0.03232263879702158,True
8,1,0.0,1,0.06431769978849994,0.0457982160148379,0.03010602839588299,True
8,1,4.0,1,0.03569065760866692,0.029376856218941625,0.033337950304111054,True
8,1,6.0,1,0.04649364075645416,0.0335671631531352,0.04113817189745201,True
8,1,8.0,1,0.039095135706387646,0.029855736281975513,0.043829865666081574,True
8,1,10.0,1,0.06460954453300984,0.04193994606190477,0.03232263879702158,True
8,2,0.0,1,0.06431769978849994,0.0457982160148379,0.03010602839588299,True
8,2,4.0,1,0.03569065760866692,0.029376856218941625,0.033337950304111054,True
8,2,6.0,1,0.04649364075645416,0.0335671631531352,0.04113817189745201,True
8,2,8.0,1,0.039095135706387646,0.029855736281975513,0.043829865666081574,True
8,2,10.0,1,0.06460954453300984,0.04193994606190477,0.03232263879702158,True
