n_levels,seed,curve_id,curve_idx,vr_class,kind,ordinal,center_va,segment_rmse,segment_d1_rmse,segment_d2_rmse,extremum_position_error,extremum_amplitude_error,contrast_error
1,0,1,0,0.0,peak,1,42.5,0.051994498823698596,0.02396349499053807,0.01458249451922979,-0.5,0.05154871940612793,0.048672690987586975
1,0,1,0,0.0,peak,2,53.0,0.08899420354260061,0.03907037643951427,0.04253541020320484,0.5,0.10501933097839355,0.048672690987586975
1,0,1,0,0.0,peak,3,64.0,0.09469864632105104,0.06299000608736043,0.04847386017654038,1.5,0.09735631942749023,0.048672690987586975
1,0,1,0,0.0,peak,4,75.5,0.07371746237984061,0.07053601628416699,0.06688561791564351,1.5,0.045809268951416016,0.048672690987586975
1,0,1,0,0.0,valley,1,44.0,0.032322040328955005,0.03824906469308003,0.017680273053661405,1.5,0.010148763656616211,0.048672690987586975
1,0,1,0,0.0,valley,2,55.5,0.08055163814433178,0.059519038432346454,0.03752121959504396,2.0,0.0895165205001831,0.048672690987586975
1,0,1,0,0.0,valley,3,67.0,0.10201248042851359,0.0740226233057354,0.044710026665815555,2.5,0.11282563209533691,0.048672690987586975
1,0,2,1,4.0,peak,1,42.5,0.053426424829868584,0.0434014767775861,0.03606824976528775,-0.5,0.017431139945983887,0.05546758323907852
1,0,2,1,4.0,peak,2,53.5,0.04952629381376707,0.03583150938423027,0.06603244019412856,0.0,0.051364898681640625,0.05546758323907852
1,0,2,1,4.0,peak,3,65.0,0.03562445855765541,0.04337995181035459,0.0792679590574531,0.0,0.0481114387512207,0.05546758323907852
1,0,2,1,4.0,peak,4,77.0,0.042269222590428625,0.047470247777215854,0.07594920381024393,-0.5,-0.005101203918457031,0.05546758323907852
1,0,2,1,4.0,valley,1,35.5,0.06614313200186213,0.0384922349254563,0.023953666006898425,-1.0,-0.05973464250564575,0.05546758323907852
1,0,2,1,4.0,valley,2,46.5,0.03692486781433339,0.03317558001184061,0.0318148610063661,0.0,0.031690239906311035,0.05546758323907852
1,0,2,1,4.0,valley,3,58.0,0.07906874936449666,0.05976640460220551,0.05555439663922133,0.0,0.10759782791137695,0.05546758323907852
1,0,2,1,4.0,valley,4,69.5,0.07102227354610356,0.061071857158600945,0.06337266167966132,0.5,0.09963858127593994,0.05546758323907852
1,0,4,2,8.0,peak,1,33.0,0.052046239899267016,0.047604432509513225,0.022031262578069807,10.5,0.005911052227020264,0.018100976943969727
1,0,4,2,8.0,peak,2,43.5,0.06996919715039991,0.04266051790429882,0.06655496547865009,0.0,0.07083296775817871,0.018100976943969727
1,0,4,2,8.0,peak,3,55.0,0.04041533589853114,0.052716845451727286,0.10834992903460078,0.0,0.05173969268798828,0.018100976943969727
1,0,4,2,8.0,peak,4,66.5,0.041131869138393194,0.05908308086142256,0.0948347111134786,0.0,0.024871110916137695,0.018100976943969727
1,0,4,2,8.0,valley,1,37.0,0.042995392626476406,0.032859655965817476,0.020942617870697528,-0.5,-0.02679497003555298,0.018100976943969727
1,0,4,2,8.0,valley,2,48.5,0.05543235695127819,0.04903632072128375,0.06829347210220627,0.0,0.0887061357498169,0.018100976943969727
1,0,4,2,8.0,valley,3,60.0,0.091597106431356,0.0843387032073662,0.09868124889203475,0.0,0.12568485736846924,0.018100976943969727
1,0,4,2,8.0,valley,4,72.0,0.08663998211227554,0.07613270839483402,0.08161138727831677,0.0,0.12727338075637817,0.018100976943969727
1,0,5,3,10.0,peak,1,34.0,0.09203305119323678,0.056905751229953755,0.018982255290193924,-1.0,0.06881654262542725,0.0011802911758422852
1,0,5,3,10.0,peak,2,44.5,0.11414520818484361,0.051925376680136,0.06345151048445184,-0.5,0.11485987901687622,0.0011802911758422852
1,0,5,3,10.0,peak,3,56.0,0.061741976802934556,0.06313192090734633,0.11707983835326202,-0.5,0.0664757490158081,0.0011802911758422852
1,0,5,3,10.0,peak,4,67.5,0.044757588430063305,0.06106829147343347,0.09471843364836674,0.0,0.029915452003479004,0.0011802911758422852
1,0,5,3,10.0,valley,1,38.5,0.05537323681628875,0.046448111458319244,0.025465885201154122,-1.0,0.017280876636505127,0.0011802911758422852
1,0,5,3,10.0,valley,2,50.0,0.06412996981448953,0.04073334686312395,0.03839169662199207,-0.5,0.07659244537353516,0.0011802911758422852
1,0,5,3,10.0,valley,3,61.5,0.0463678627581032,0.05094632532916579,0.04746634217651842,-0.5,0.06581616401672363,0.0011802911758422852
1,0,5,3,10.0,valley,4,73.0,0.08110715234744469,0.06933420601902514,0.05875184437519665,0.0,0.09447216987609863,0.0011802911758422852
1,1,1,0,0.0,peak,1,42.5,0.051994498823698596,0.02396349499053807,0.01458249451922979,-0.5,0.05154871940612793,0.048672690987586975
1,1,1,0,0.0,peak,2,53.0,0.08899420354260061,0.03907037643951427,0.04253541020320484,0.5,0.10501933097839355,0.048672690987586975
1,1,1,0,0.0,peak,3,64.0,0.09469864632105104,0.06299000608736043,0.04847386017654038,1.5,0.09735631942749023,0.048672690987586975
1,1,1,0,0.0,peak,4,75.5,0.07371746237984061,0.07053601628416699,0.06688561791564351,1.5,0.045809268951416016,0.048672690987586975
1,1,1,0,0.0,valley,1,44.0,0.032322040328955005,0.03824906469308003,0.017680273053661405,1.5,0.010148763656616211,0.048672690987586975
1,1,1,0,0.0,valley,2,55.5,0.08055163814433178,0.059519038432346454,0.03752121959504396,2.0,0.0895165205001831,0.048672690987586975
1,1,1,0,0.0,valley,3,67.0,0.10201248042851359,0.0740226233057354,0.044710026665815555,2.5,0.11282563209533691,0.048672690987586975
1,1,2,1,4.0,peak,1,42.5,0.053426424829868584,0.0434014767775861,0.03606824976528775,-0.5,0.017431139945983887,0.05546758323907852
1,1,2,1,4.0,peak,2,53.5,0.04952629381376707,0.03583150938423027,0.06603244019412856,0.0,0.051364898681640625,0.05546758323907852
1,1,2,1,4.0,peak,3,65.0,0.03562445855765541,0.04337995181035459,0.0792679590574531,0.0,0.0481114387512207,0.05546758323907852
1,1,2,1,4.0,peak,4,77.0,0.042269222590428625,0.047470247777215854,0.07594920381024393,-0.5,-0.005101203918457031,0.05546758323907852
1,1,2,1,4.0,valley,1,35.5,0.06614313200186213,0.0384922349254563,0.023953666006898425,-1.0,-0.05973464250564575,0.05546758323907852
1,1,2,1,4.0,valley,2,46.5,0.03692486781433339,0.03317558001184061,0.0318148610063661,0.0,0.031690239906311035,0.05546758323907852
1,1,2,1,4.0,valley,3,58.0,0.07906874936449666,0.05976640460220551,0.05555439663922133,0.0,0.10759782791137695,0.05546758323907852
1,1,2,1,4.0,valley,4,69.5,0.07102227354610356,0.061071857158600945,0.06337266167966132,0.5,0.09963858127593994,0.05546758323907852
1,1,4,2,8.0,peak,1,33.0,0.052046239899267016,0.047604432509513225,0.022031262578069807,10.5,0.005911052227020264,0.018100976943969727
1,1,4,2,8.0,peak,2,43.5,0.06996919715039991,0.04266051790429882,0.06655496547865009,0.0,0.07083296775817871,0.018100976943969727
1,1,4,2,8.0,peak,3,55.0,0.04041533589853114,0.052716845451727286,0.10834992903460078,0.0,0.05173969268798828,0.018100976943969727
1,1,4,2,8.0,peak,4,66.5,0.041131869138393194,0.05908308086142256,0.0948347111134786,0.0,0.024871110916137695,0.018100976943969727
1,1,4,2,8.0,valley,1,37.0,0.042995392626476406,0.032859655965817476,0.020942617870697528,-0.5,-0.02679497003555298,0.018100976943969727
1,1,4,2,8.0,valley,2,48.5,0.05543235695127819,0.04903632072128375,0.06829347210220627,0.0,0.0887061357498169,0.018100976943969727
1,1,4,2,8.0,valley,3,60.0,0.091597106431356,0.0843387032073662,0.09868124889203475,0.0,0.12568485736846924,0.018100976943969727
1,1,4,2,8.0,valley,4,72.0,0.08663998211227554,0.07613270839483402,0.08161138727831677,0.0,0.12727338075637817,0.018100976943969727
1,1,5,3,10.0,peak,1,34.0,0.09203305119323678,0.056905751229953755,0.018982255290193924,-1.0,0.06881654262542725,0.0011802911758422852
1,1,5,3,10.0,peak,2,44.5,0.11414520818484361,0.051925376680136,0.06345151048445184,-0.5,0.11485987901687622,0.0011802911758422852
1,1,5,3,10.0,peak,3,56.0,0.061741976802934556,0.06313192090734633,0.11707983835326202,-0.5,0.0664757490158081,0.0011802911758422852
1,1,5,3,10.0,peak,4,67.5,0.044757588430063305,0.06106829147343347,0.09471843364836674,0.0,0.029915452003479004,0.0011802911758422852
1,1,5,3,10.0,valley,1,38.5,0.05537323681628875,0.046448111458319244,0.025465885201154122,-1.0,0.017280876636505127,0.0011802911758422852
1,1,5,3,10.0,valley,2,50.0,0.06412996981448953,0.04073334686312395,0.03839169662199207,-0.5,0.07659244537353516,0.0011802911758422852
1,1,5,3,10.0,valley,3,61.5,0.0463678627581032,0.05094632532916579,0.04746634217651842,-0.5,0.06581616401672363,0.0011802911758422852
1,1,5,3,10.0,valley,4,73.0,0.08110715234744469,0.06933420601902514,0.05875184437519665,0.0,0.09447216987609863,0.0011802911758422852
1,2,1,0,0.0,peak,1,42.5,0.051994498823698596,0.02396349499053807,0.01458249451922979,-0.5,0.05154871940612793,0.048672690987586975
1,2,1,0,0.0,peak,2,53.0,0.08899420354260061,0.03907037643951427,0.04253541020320484,0.5,0.10501933097839355,0.048672690987586975
1,2,1,0,0.0,peak,3,64.0,0.09469864632105104,0.06299000608736043,0.04847386017654038,1.5,0.09735631942749023,0.048672690987586975
1,2,1,0,0.0,peak,4,75.5,0.07371746237984061,0.07053601628416699,0.06688561791564351,1.5,0.045809268951416016,0.048672690987586975
1,2,1,0,0.0,valley,1,44.0,0.032322040328955005,0.03824906469308003,0.017680273053661405,1.5,0.010148763656616211,0.048672690987586975
1,2,1,0,0.0,valley,2,55.5,0.08055163814433178,0.059519038432346454,0.03752121959504396,2.0,0.0895165205001831,0.048672690987586975
1,2,1,0,0.0,valley,3,67.0,0.10201248042851359,0.0740226233057354,0.044710026665815555,2.5,0.11282563209533691,0.048672690987586975
1,2,2,1,4.0,peak,1,42.5,0.053426424829868584,0.0434014767775861,0.03606824976528775,-0.5,0.017431139945983887,0.05546758323907852
1,2,2,1,4.0,peak,2,53.5,0.04952629381376707,0.03583150938423027,0.06603244019412856,0.0,0.051364898681640625,0.05546758323907852
1,2,2,1,4.0,peak,3,65.0,0.03562445855765541,0.04337995181035459,0.0792679590574531,0.0,0.0481114387512207,0.05546758323907852
1,2,2,1,4.0,peak,4,77.0,0.042269222590428625,0.047470247777215854,0.07594920381024393,-0.5,-0.005101203918457031,0.05546758323907852
1,2,2,1,4.0,valley,1,35.5,0.06614313200186213,0.0384922349254563,0.023953666006898425,-1.0,-0.05973464250564575,0.05546758323907852
1,2,2,1,4.0,valley,2,46.5,0.03692486781433339,0.03317558001184061,0.0318148610063661,0.0,0.031690239906311035,0.05546758323907852
1,2,2,1,4.0,valley,3,58.0,0.07906874936449666,0.05976640460220551,0.05555439663922133,0.0,0.10759782791137695,0.05546758323907852
1,2,2,1,4.0,valley,4,69.5,0.07102227354610356,0.061071857158600945,0.06337266167966132,0.5,0.09963858127593994,0.05546758323907852
1,2,4,2,8.0,peak,1,33.0,0.052046239899267016,0.047604432509513225,0.022031262578069807,10.5,0.005911052227020264,0.018100976943969727
1,2,4,2,8.0,peak,2,43.5,0.06996919715039991,0.04266051790429882,0.06655496547865009,0.0,0.07083296775817871,0.018100976943969727
1,2,4,2,8.0,peak,3,55.0,0.04041533589853114,0.052716845451727286,0.10834992903460078,0.0,0.05173969268798828,0.018100976943969727
1,2,4,2,8.0,peak,4,66.5,0.041131869138393194,0.05908308086142256,0.0948347111134786,0.0,0.024871110916137695,0.018100976943969727
1,2,4,2,8.0,valley,1,37.0,0.042995392626476406,0.032859655965817476,0.020942617870697528,-0.5,-0.02679497003555298,0.018100976943969727
1,2,4,2,8.0,valley,2,48.5,0.05543235695127819,0.04903632072128375,0.06829347210220627,0.0,0.0887061357498169,0.018100976943969727
1,2,4,2,8.0,valley,3,60.0,0.091597106431356,0.0843387032073662,0.09868124889203475,0.0,0.12568485736846924,0.018100976943969727
1,2,4,2,8.0,valley,4,72.0,0.08663998211227554,0.07613270839483402,0.08161138727831677,0.0,0.12727338075637817,0.018100976943969727
1,2,5,3,10.0,peak,1,34.0,0.09203305119323678,0.056905751229953755,0.018982255290193924,-1.0,0.06881654262542725,0.0011802911758422852
1,2,5,3,10.0,peak,2,44.5,0.11414520818484361,0.051925376680136,0.06345151048445184,-0.5,0.11485987901687622,0.0011802911758422852
1,2,5,3,10.0,peak,3,56.0,0.061741976802934556,0.06313192090734633,0.11707983835326202,-0.5,0.0664757490158081,0.0011802911758422852
1,2,5,3,10.0,peak,4,67.5,0.044757588430063305,0.06106829147343347,0.09471843364836674,0.0,0.029915452003479004,0.0011802911758422852
1,2,5,3,10.0,valley,1,38.5,0.05537323681628875,0.046448111458319244,0.025465885201154122,-1.0,0.017280876636505127,0.0011802911758422852
1,2,5,3,10.0,valley,2,50.0,0.06412996981448953,0.04073334686312395,0.03839169662199207,-0.5,0.07659244537353516,0.0011802911758422852
1,2,5,3,10.0,valley,3,61.5,0.0463678627581032,0.05094632532916579,0.04746634217651842,-0.5,0.06581616401672363,0.0011802911758422852
1,2,5,3,10.0,valley,4,73.0,0.08110715234744469,0.06933420601902514,0.05875184437519665,0.0,0.09447216987609863,0.0011802911758422852
2,0,1,0,0.0,peak,1,42.5,0.04792672389564669,0.024946086786505735,0.025328270452624358,-0.5,0.04799067974090576,0.05055403709411621
2,0,1,0,0.0,peak,2,53.0,0.08886934536399238,0.033490242032791696,0.03832831365012724,0.5,0.10156536102294922,0.05055403709411621
2,0,1,0,0.0,peak,3,64.0,0.0970832963466788,0.05756036130060751,0.04229929782610825,1.0,0.09862828254699707,0.05055403709411621
2,0,1,0,0.0,peak,4,75.5,0.07016841326930925,0.06117590554927229,0.04484118371089969,1.5,0.05769038200378418,0.05055403709411621
2,0,1,0,0.0,valley,1,44.0,0.03210002610303542,0.037898621253714904,0.016699654071028736,1.5,0.0031883716583251953,0.05055403709411621
2,0,1,0,0.0,valley,2,55.5,0.07875724563516659,0.057115361225446706,0.03527848046417105,2.0,0.08623600006103516,0.05055403709411621
2,0,1,0,0.0,valley,3,67.0,0.10466390939054356,0.07022668496631798,0.04116566838230227,2.0,0.11404180526733398,0.05055403709411621
2,0,2,1,4.0,peak,1,42.5,0.051900247382974926,0.041459549030377865,0.03444614184176206,-0.5,0.02061009407043457,0.08527436852455139
2,0,2,1,4.0,peak,2,53.5,0.04704394895095296,0.028218609333985338,0.05168511134871923,0.0,0.05598938465118408,0.08527436852455139
2,0,2,1,4.0,peak,3,65.0,0.030304178118811042,0.030424036605636664,0.06433021469115861,0.0,0.03789234161376953,0.08527436852455139
2,0,2,1,4.0,peak,4,77.0,0.0371861607189236,0.032741462203486005,0.04319473923549244,-0.5,-0.0041196346282958984,0.08527436852455139
2,0,2,1,4.0,valley,1,35.5,0.06985332983223197,0.03652554694303731,0.023432621229246945,-1.0,-0.06622076034545898,0.08527436852455139
2,0,2,1,4.0,valley,2,46.5,0.03320456908929118,0.03245037834703398,0.03168057749090788,0.0,0.027395009994506836,0.08527436852455139
2,0,2,1,4.0,valley,3,58.0,0.0790260698787253,0.06078684955040461,0.05659549653662027,0.0,0.10788655281066895,0.08527436852455139
2,0,2,1,4.0,valley,4,69.5,0.07934336308489341,0.06280052344994079,0.06566372053297177,0.5,0.10885536670684814,0.08527436852455139
2,0,4,2,8.0,peak,1,33.0,0.05684508330143296,0.04964375903679129,0.023701221189256633,10.5,0.015300214290618896,0.04337906837463379
2,0,4,2,8.0,peak,2,43.5,0.0789080879681431,0.040705550491311256,0.05788257623144315,0.0,0.08804059028625488,0.04337906837463379
2,0,4,2,8.0,peak,3,55.0,0.0416824277163692,0.04035274975678435,0.07114267055505745,0.0,0.054493069648742676,0.04337906837463379
2,0,4,2,8.0,peak,4,66.5,0.031945489218976456,0.049759120295746424,0.09949565593568842,0.0,-0.0024814605712890625,0.04337906837463379
2,0,4,2,8.0,valley,1,37.0,0.0433738919415284,0.030921234014754558,0.01984244223508477,-0.5,-0.031437069177627563,0.04337906837463379
2,0,4,2,8.0,valley,2,48.5,0.04953881389716588,0.04831378112710245,0.06813707766835722,0.0,0.08167898654937744,0.04337906837463379
2,0,4,2,8.0,valley,3,60.0,0.08266941677425123,0.08372463632325712,0.09897032909808971,0.0,0.1159171462059021,0.04337906837463379
2,0,4,2,8.0,valley,4,72.0,0.08831581650350771,0.07787623182375164,0.08373572278552964,0.0,0.130185067653656,0.04337906837463379
2,0,5,3,10.0,peak,1,34.0,0.09638762175363226,0.06079806619737917,0.019930227548522264,-1.5,0.07093304395675659,0.08473634719848633
2,0,5,3,10.0,peak,2,44.5,0.11650446103076069,0.053209589985359365,0.043993496403855414,-0.5,0.12064003944396973,0.08473634719848633
2,0,5,3,10.0,peak,3,56.0,0.057239538275502065,0.056446204607081094,0.07973533054236674,-0.5,0.05378425121307373,0.08473634719848633
2,0,5,3,10.0,peak,4,67.5,0.05320493618327873,0.06020455150232752,0.11288436072977623,0.0,-0.016518592834472656,0.08473634719848633
2,0,5,3,10.0,valley,1,38.5,0.054514812603134954,0.04795447906610596,0.025244117663656418,-1.0,0.01096990704536438,0.08473634719848633
2,0,5,3,10.0,valley,2,50.0,0.05277194973701668,0.040774241149111004,0.03789060406168167,-0.5,0.06103530526161194,0.08473634719848633
2,0,5,3,10.0,valley,3,61.5,0.04160345022206281,0.05371901348959801,0.04892632947111313,-0.5,0.0523550808429718,0.08473634719848633
2,0,5,3,10.0,valley,4,73.0,0.08632008903797249,0.0786328225132013,0.06326633988674162,0.0,0.09182047843933105,0.08473634719848633
2,1,1,0,0.0,peak,1,42.5,0.04792672389564669,0.024946086786505735,0.025328270452624358,-0.5,0.04799067974090576,0.05055403709411621
2,1,1,0,0.0,peak,2,53.0,0.08886934536399238,0.033490242032791696,0.03832831365012724,0.5,0.10156536102294922,0.05055403709411621
2,1,1,0,0.0,peak,3,64.0,0.0970832963466788,0.05756036130060751,0.04229929782610825,1.0,0.09862828254699707,0.05055403709411621
2,1,1,0,0.0,peak,4,75.5,0.07016841326930925,0.06117590554927229,0.04484118371089969,1.5,0.05769038200378418,0.05055403709411621
2,1,1,0,0.0,valley,1,44.0,0.03210002610303542,0.037898621253714904,0.016699654071028736,1.5,0.0031883716583251953,0.05055403709411621
2,1,1,0,0.0,valley,2,55.5,0.07875724563516659,0.057115361225446706,0.03527848046417105,2.0,0.08623600006103516,0.05055403709411621
2,1,1,0,0.0,valley,3,67.0,0.10466390939054356,0.07022668496631798,0.04116566838230227,2.0,0.11404180526733398,0.05055403709411621
2,1,2,1,4.0,peak,1,42.5,0.051900247382974926,0.041459549030377865,0.03444614184176206,-0.5,0.02061009407043457,0.08527436852455139
2,1,2,1,4.0,peak,2,53.5,0.04704394895095296,0.028218609333985338,0.05168511134871923,0.0,0.05598938465118408,0.08527436852455139
2,1,2,1,4.0,peak,3,65.0,0.030304178118811042,0.030424036605636664,0.06433021469115861,0.0,0.03789234161376953,0.08527436852455139
2,1,2,1,4.0,peak,4,77.0,0.0371861607189236,0.032741462203486005,0.04319473923549244,-0.5,-0.0041196346282958984,0.08527436852455139
2,1,2,1,4.0,valley,1,35.5,0.06985332983223197,0.03652554694303731,0.023432621229246945,-1.0,-0.06622076034545898,0.08527436852455139
2,1,2,1,4.0,valley,2,46.5,0.03320456908929118,0.03245037834703398,0.03168057749090788,0.0,0.027395009994506836,0.08527436852455139
2,1,2,1,4.0,valley,3,58.0,0.0790260698787253,0.06078684955040461,0.05659549653662027,0.0,0.10788655281066895,0.08527436852455139
2,1,2,1,4.0,valley,4,69.5,0.07934336308489341,0.06280052344994079,0.06566372053297177,0.5,0.10885536670684814,0.08527436852455139
2,1,4,2,8.0,peak,1,33.0,0.05684508330143296,0.04964375903679129,0.023701221189256633,10.5,0.015300214290618896,0.04337906837463379
2,1,4,2,8.0,peak,2,43.5,0.0789080879681431,0.040705550491311256,0.05788257623144315,0.0,0.08804059028625488,0.04337906837463379
2,1,4,2,8.0,peak,3,55.0,0.0416824277163692,0.04035274975678435,0.07114267055505745,0.0,0.054493069648742676,0.04337906837463379
2,1,4,2,8.0,peak,4,66.5,0.031945489218976456,0.049759120295746424,0.09949565593568842,0.0,-0.0024814605712890625,0.04337906837463379
2,1,4,2,8.0,valley,1,37.0,0.0433738919415284,0.030921234014754558,0.01984244223508477,-0.5,-0.031437069177627563,0.04337906837463379
2,1,4,2,8.0,valley,2,48.5,0.04953881389716588,0.04831378112710245,0.06813707766835722,0.0,0.08167898654937744,0.04337906837463379
2,1,4,2,8.0,valley,3,60.0,0.08266941677425123,0.08372463632325712,0.09897032909808971,0.0,0.1159171462059021,0.04337906837463379
2,1,4,2,8.0,valley,4,72.0,0.08831581650350771,0.07787623182375164,0.08373572278552964,0.0,0.130185067653656,0.04337906837463379
2,1,5,3,10.0,peak,1,34.0,0.09638762175363226,0.06079806619737917,0.019930227548522264,-1.5,0.07093304395675659,0.08473634719848633
2,1,5,3,10.0,peak,2,44.5,0.11650446103076069,0.053209589985359365,0.043993496403855414,-0.5,0.12064003944396973,0.08473634719848633
2,1,5,3,10.0,peak,3,56.0,0.057239538275502065,0.056446204607081094,0.07973533054236674,-0.5,0.05378425121307373,0.08473634719848633
2,1,5,3,10.0,peak,4,67.5,0.05320493618327873,0.06020455150232752,0.11288436072977623,0.0,-0.016518592834472656,0.08473634719848633
2,1,5,3,10.0,valley,1,38.5,0.054514812603134954,0.04795447906610596,0.025244117663656418,-1.0,0.01096990704536438,0.08473634719848633
2,1,5,3,10.0,valley,2,50.0,0.05277194973701668,0.040774241149111004,0.03789060406168167,-0.5,0.06103530526161194,0.08473634719848633
2,1,5,3,10.0,valley,3,61.5,0.04160345022206281,0.05371901348959801,0.04892632947111313,-0.5,0.0523550808429718,0.08473634719848633
2,1,5,3,10.0,valley,4,73.0,0.08632008903797249,0.0786328225132013,0.06326633988674162,0.0,0.09182047843933105,0.08473634719848633
2,2,1,0,0.0,peak,1,42.5,0.04792672389564669,0.024946086786505735,0.025328270452624358,-0.5,0.04799067974090576,0.05055403709411621
2,2,1,0,0.0,peak,2,53.0,0.08886934536399238,0.033490242032791696,0.03832831365012724,0.5,0.10156536102294922,0.05055403709411621
2,2,1,0,0.0,peak,3,64.0,0.0970832963466788,0.05756036130060751,0.04229929782610825,1.0,0.09862828254699707,0.05055403709411621
2,2,1,0,0.0,peak,4,75.5,0.07016841326930925,0.06117590554927229,0.04484118371089969,1.5,0.05769038200378418,0.05055403709411621
2,2,1,0,0.0,valley,1,44.0,0.03210002610303542,0.037898621253714904,0.016699654071028736,1.5,0.0031883716583251953,0.05055403709411621
2,2,1,0,0.0,valley,2,55.5,0.07875724563516659,0.057115361225446706,0.03527848046417105,2.0,0.08623600006103516,0.05055403709411621
2,2,1,0,0.0,valley,3,67.0,0.10466390939054356,0.07022668496631798,0.04116566838230227,2.0,0.11404180526733398,0.05055403709411621
2,2,2,1,4.0,peak,1,42.5,0.051900247382974926,0.041459549030377865,0.03444614184176206,-0.5,0.02061009407043457,0.08527436852455139
2,2,2,1,4.0,peak,2,53.5,0.04704394895095296,0.028218609333985338,0.05168511134871923,0.0,0.05598938465118408,0.08527436852455139
2,2,2,1,4.0,peak,3,65.0,0.030304178118811042,0.030424036605636664,0.06433021469115861,0.0,0.03789234161376953,0.08527436852455139
2,2,2,1,4.0,peak,4,77.0,0.0371861607189236,0.032741462203486005,0.04319473923549244,-0.5,-0.0041196346282958984,0.08527436852455139
2,2,2,1,4.0,valley,1,35.5,0.06985332983223197,0.03652554694303731,0.023432621229246945,-1.0,-0.06622076034545898,0.08527436852455139
2,2,2,1,4.0,valley,2,46.5,0.03320456908929118,0.03245037834703398,0.03168057749090788,0.0,0.027395009994506836,0.08527436852455139
2,2,2,1,4.0,valley,3,58.0,0.0790260698787253,0.06078684955040461,0.05659549653662027,0.0,0.10788655281066895,0.08527436852455139
2,2,2,1,4.0,valley,4,69.5,0.07934336308489341,0.06280052344994079,0.06566372053297177,0.5,0.10885536670684814,0.08527436852455139
2,2,4,2,8.0,peak,1,33.0,0.05684508330143296,0.04964375903679129,0.023701221189256633,10.5,0.015300214290618896,0.04337906837463379
2,2,4,2,8.0,peak,2,43.5,0.0789080879681431,0.040705550491311256,0.05788257623144315,0.0,0.08804059028625488,0.04337906837463379
2,2,4,2,8.0,peak,3,55.0,0.0416824277163692,0.04035274975678435,0.07114267055505745,0.0,0.054493069648742676,0.04337906837463379
2,2,4,2,8.0,peak,4,66.5,0.031945489218976456,0.049759120295746424,0.09949565593568842,0.0,-0.0024814605712890625,0.04337906837463379
2,2,4,2,8.0,valley,1,37.0,0.0433738919415284,0.030921234014754558,0.01984244223508477,-0.5,-0.031437069177627563,0.04337906837463379
2,2,4,2,8.0,valley,2,48.5,0.04953881389716588,0.04831378112710245,0.06813707766835722,0.0,0.08167898654937744,0.04337906837463379
2,2,4,2,8.0,valley,3,60.0,0.08266941677425123,0.08372463632325712,0.09897032909808971,0.0,0.1159171462059021,0.04337906837463379
2,2,4,2,8.0,valley,4,72.0,0.08831581650350771,0.07787623182375164,0.08373572278552964,0.0,0.130185067653656,0.04337906837463379
2,2,5,3,10.0,peak,1,34.0,0.09638762175363226,0.06079806619737917,0.019930227548522264,-1.5,0.07093304395675659,0.08473634719848633
2,2,5,3,10.0,peak,2,44.5,0.11650446103076069,0.053209589985359365,0.043993496403855414,-0.5,0.12064003944396973,0.08473634719848633
2,2,5,3,10.0,peak,3,56.0,0.057239538275502065,0.056446204607081094,0.07973533054236674,-0.5,0.05378425121307373,0.08473634719848633
2,2,5,3,10.0,peak,4,67.5,0.05320493618327873,0.06020455150232752,0.11288436072977623,0.0,-0.016518592834472656,0.08473634719848633
2,2,5,3,10.0,valley,1,38.5,0.054514812603134954,0.04795447906610596,0.025244117663656418,-1.0,0.01096990704536438,0.08473634719848633
2,2,5,3,10.0,valley,2,50.0,0.05277194973701668,0.040774241149111004,0.03789060406168167,-0.5,0.06103530526161194,0.08473634719848633
